student_id,age,gender,parental_education,study_hours_week,attendance_rate,extracurricular,sleep_hours,previous_scores,tutoring,internet_quality,family_income,health_status,final_grade
STD00232,21,F,doctorate,11.25,34.97,  Yes ,,,No,Good,Medium,Poor,85.8
STD00445,25,F,high_school,4.5,43.96,Yes,5.88,49.16,No,Good,Low,Poor,69.03
STD00476,22,M,bachelor,19.19,53.52,Yes,6.65,65.57,No,Excellent,Medium,Excellent,100
STD02498,23,F,master,2.45,,Yes,5.89,50.29,No,Excellent,Medium,Good,82.98
STD00109,19,F,high_school,10.87,,Yes,7.89,47.91,No,Good,Medium,Poor,87.98
STD02258,24,M,master,16.72,,No,6.04,65.63,No,,LOW,Excellent,100
STD01751,25,F,high_school,6.5,54.51,Yes,6.16,59.84,Yes,,Medium,Good,85.82
STD01850,21,F,master,4.65,68.07,No,6.1,55.5,No,Good,Medium,Good,87.17
STD00576,24,M,master,7.58,74.18,Yes,7.45,58.78,Yes,Good,Medium,Poor,92.44
STD01830,24,F,master,16.04,44.42,Yes,7.71,68.68,No,Good,Medium,Poor,96.15
STD02107,23,M,master,13.98,79.87,No,5.85,49.63,No,Excellent,Medium,Good,100
STD00028,19,F,high_school,8.94,73.67,No,7.39,70.07,No,Good,High,Good,90.87
STD01984,24,M,master,91.6,59.9,Yes,6.3,50.6,  Yes ,Excellent,,Poor,87.96
STD00532,25,F,high_school,5.1,77.23,Yes,,55.62,No,Good,Low,Poor,77.11
STD00097,24,F,high_school,5.43,58.87,Yes,7.68,65.72,Yes,Good,Low,Good,85.07
STD01979,20,F,high_school,7.77,75.01,Yes,7.03,77.85,No,,,Excellent,91.2
STD02301,21,F,high_school,,69.39,Yes,5.83,55.35,Yes,Good,High,Poor,96.56
STD01499,21,F,bachelor,15.61,51.34,No,8.99,61.38,Yes,Poor,High,Good,100
STD01764,21,M,bachelor,12.18,54.83,No,4.45,36.26,No,Excellent,Medium,Good,92.84
STD00171,22,M,high_school,9.22,58.44,Yes,7.52,51.49,No,Good,Low,Excellent,86.57
STD01639,18,F,bachelor,2.04,59.93,Yes,6.37,62.45,No,Excellent,High,Good,81.73
STD01486,25,M,bachelor,13.43,56.39,No,7.19,51.16,Yes,Excellent,High,Excellent,100
STD01228,18,M,high_school,14.45,52.2,Yes,7.34,54.09,No,Excellent,,Excellent,100
STD01268,20,F,bachelor,14.34,61.46,No,6.21,68.11,Yes,,,Excellent,100
STD02198,18,F,master,10.43,54.81,Yes,7.42,72.89,No,Good,High,Good,100
STD00819,22,F,master,13.6,57.15,Yes,7.94,66.36,No,Poor,Medium,Excellent,100
STD02403,25,F,high_school,8.29,54.72,No,6.42,51.53,  No ,Excellent,High,Good,84.34
STD01210,18,F,high_school,11.8,54.76,Yes,7.43,50.58,Yes,Good,Low,Good,92.21
STD00069,19,F,master,13.09,52.47,Yes,7.49,48.22,Yes,Good,Low,Good,99.17
STD00103,18,F,high_school,6.25,67.0,Yes,5.16,40.78,No,Poor,Medium,Good,76.73
STD01244,18,F,bachelor,6.73,55.77,Yes,8.5,60.9,Yes,Excellent,Medium,Good,99.17
STD00050,20,M,bachelor,18.61,82.88,Yes,6.99,54.92,No,Excellent,High,Excellent,100
STD00414,22,F,high_school,8.54,71.46,Yes,7.94,58.41,Yes,Good,Low,Excellent,98.88
STD00971,21,M,bachelor,11.44,63.92,No,5.9,44.9,No,Excellent,Low,Good,92.62
STD01309,24,F,bachelor,4.28,50.84,Yes,4.15,76.03,Yes,Good,,Good,80.6
STD00423,18,F,bachelor,14.84,63.62,Yes,4.55,69.71,No,Poor,Medium,Good,98.29
STD01956,25,M,master,5.53,61.95,Yes,7.4,60.94,Yes,Excellent,,Excellent,93.02
STD00610,20,F,bachelor,10.62,66.31,No,7.5,61.53,No,Good,Medium,Excellent,100
STD02256,21,F,doctorate,,60.77,No,6.8,53.64,No,Poor,Medium,Excellent,87.23
STD01684,21,M,bachelor,9.75,61.51,Yes,5.94,71.54,No,Good,Medium,Excellent,95.05
STD00869,22,F,doctorate,5.16,73.02,Yes,6.48,58.44,No,Good,Medium,Good,93.07
STD02070,19,F,high_school,8.29,61.41,Yes,,61.81,Yes,Good,Low,Good,84.83
STD02394,24,F,high_school,10.37,43.57,Yes,7.47,56.2,No,Excellent,,Good,81.99
STD01252,19,F,bachelor,6.18,56.62,No,7.96,48.63,No,Excellent,Medium,Poor,88.24
STD00216,25,F,bachelor,3.32,73.32,No,5.85,60.26,No,Excellent,Medium,Excellent,93.24
STD00783,19,F,bachelor,13.7,44.74,Yes,5.87,47.08,Yes,Poor,High,Excellent,98.3
STD00584,19,F,master,,65.21,Yes,5.1,54.56,Yes,Poor,Low,Good,92.91
STD01020,22,M,bachelor,6.42,42.73,Yes,7.08,57.89,Yes,Good,High,Good,92.18
STD00359,23,M,  bachelor ,,61.86,Yes,6.65,48.67,No,Good,High,EXCELLENT,100
STD01703,23,M,master,3.75,52.87,Yes,6.79,63.18,Yes,Good,,Good,83.71
STD01990,18,F,bachelor,6.37,60.34,Yes,7.5,50.12,No,Good,Medium,Good,82.5
STD00035,24,F,doctorate,0.28,47.76,No,9.74,64.28,Yes,Excellent,Medium,Good,94.43
STD02466,19,M,high_school,,56.78,Yes,8.48,65.9,No,Excellent,Low,Good,98.0
STD00324,18,M,bachelor,7.71,55.54,Yes,5.52,46.66,Yes,Good,Low,Excellent,84.2
STD02211,22,M,bachelor,11.92,49.56,No,6.2,65.41,Yes,Excellent,Low,Good,97.22
STD00017,24,M,bachelor,9.41,,Yes,6.99,53.45,No,Good,Medium,Excellent,86.28
STD01843,22,M,doctorate,14.04,62.1,No,5.7,46.61,No,,Low,Good,89.06
STD01383,19,M,bachelor,6.26,59.38,Yes,7.69,52.45,No,Poor,Medium,Excellent,93.65
STD01190,23,M,master,13.5,,Yes,5.61,38.68,No,Excellent,Medium,Good,92.09
STD00296,20,M,master,13.65,72.29,No,6.9,62.74,No,Good,Low,Good,100
STD00205,19,F,high_school,7.88,59.39,No,7.69,55.48,Yes,Good,High,Good,91.73
STD01385,19,F,bachelor,5.17,78.3,Yes,6.2,53.92,No,Good,Medium,Excellent,88.36
STD01005,22,F,master,13.11,72.31,No,5.78,60.84,No,Good,Low,Good,96.73
STD01517,25,M,bachelor,10.98,65.99,Yes,5.79,71.51,No,Excellent,High,Excellent,100
STD00298,18,F,high_school,10.39,80.63,Yes,5.35,61.05,No,Poor,Medium,Excellent,91.15
STD02149,21,M,bachelor,13.85,70.34,No,,71.98,No,Good,Low,Good,100
STD02057,23,F,master,9.28,66.88,Yes,8.34,,No,Good,Low,Good,94.91
STD01024,18,M,bachelor,27.62,,Yes,7.73,47.93,No,Excellent,High,Excellent,100
STD01278,18,M,high_school,4.02,67.64,Yes,6.03,80.25,Yes,Good,Low,Good,82.77
STD01481,18,M,bachelor,5.49,58.58,  Yes ,,63.55,No,Excellent,Low,Excellent,84.58
STD00628,25,M,high_school,13.72,63.06,Yes,6.04,62.92,No,Excellent,  High ,Good,95.73
STD01157,25,F,bachelor,,53.62,Yes,5.83,56.97,No,Excellent,,Good,87.93
STD00480,24,F,bachelor,,68.46,Yes,9.71,51.07,No,Good,,Good,88.98
STD01113,23,F,bachelor,4.16,54.69,Yes,9.18,64.22,No,Good,Medium,Excellent,85.31
STD01425,23,F,bachelor,9.77,62.28,Yes,6.61,65.98,Yes,Poor,Medium,Good,93.3
STD01943,19,F,high_school,0.77,57.18,Yes,7.07,54.52,Yes,Excellent,High,Excellent,81.37
STD01485,24,F,bachelor,13.95,65.04,No,6.09,,No,Excellent,,Good,99.85
STD01885,25,M,master,10.63,65.06,No,6.04,45.88,Yes,Excellent,Low,Excellent,100
STD02361,25,F,bachelor,14.67,39.67,No,4.86,43.8,No,Excellent,Low,Excellent,97.55
STD02427,18,M,high_school,15.87,66.8,No,6.79,,Yes,Good,,Excellent,100
STD01810,22,F,high_school,8.02,60.73,YES,7.01,71.41,Yes,Poor,Low,Excellent,94.57
STD02306,23,F,high_school,9.26,57.62,No,5.23,40.93,No,Excellent,High,Good,83.01
STD02360,20,F,master,15.59,58.08,No,8.12,58.9,Yes,Good,Medium,Excellent,100
STD02443,25,M,bachelor,12.39,64.14,Yes,7.09,51.29,No,Good,Medium,Poor,92.22
STD01649,19,M,high_school,17.33,50.0,  No ,8.89,39.4,No,Poor,Low,Excellent,90.67
STD00812,18,  F ,high_school,,58.91,Yes,4.67,55.11,No,Excellent,High,Poor,75.66
STD01112,19,F,bachelor,13.4,58.2,No,6.98,,Yes,Excellent,Medium,Good,100
STD00867,24,M,bachelor,5.51,57.2,No,8.09,58.32,No,Good,Medium,Good,93.38
STD01070,18,F,bachelor,5.2,70.75,Yes,5.58,70.49,Yes,Poor,Medium,Excellent,93.84
STD00449,21,F,high_school,10.68,48.65,No,,76.5,Yes,Good,Low,Good,97.56
STD00241,23,F,bachelor,10.15,56.21,No,6.85,59.18,No,Good,Medium,Excellent,97.58
STD02399,25,F,high_school,,50.32,Yes,6.66,75.18,Yes,Excellent,High,Good,95.3
STD00064,18,M,bachelor,10.06,55.3,Yes,,49.99,No,Good,,Good,89.5
STD01640,21,M,bachelor,,52.33,No,7.09,47.6,No,Good,Medium,Good,90.14
STD01658,21,M,bachelor,11.98,70.69,Yes,8.85,63.55,Yes,Good,Medium,Good,100
STD01247,19,F,bachelor,12.24,46.71,Yes,7.18,55.27,Yes,Poor,Medium,Good,95.26
STD01940,24,F,high_school,5.94,72.27,Yes,6.8,57.14,No,Good,High,Good,84.89
STD02381,25,F,high_school,15.04,47.11,No,8.65,56.85,Yes,Excellent,Medium,Good,100
STD02109,24,M,high_school,2.75,49.87,No,7.81,65.78,Yes,Excellent,Medium,Excellent,87.16
STD01883,25,M,master,12.37,65.35,Yes,8.4,63.91,Yes,Good,Medium,Good,100
STD01944,21,F,high_school,8.99,71.72,Yes,7.02,59.66,No,Good,High,Excellent,95.79
STD01275,22,F,bachelor,4.07,63.08,Yes,6.23,64.42,Yes,Excellent,,Good,91.56
STD00183,18,F,doctorate,11.34,67.36,Yes,7.61,47.79,No,Excellent,Medium,Excellent,100
STD02004,21,M,master,4.15,,Yes,6.96,70.6,No,Excellent,Medium,Good,86.97
STD01489,18,M,high_school,,,Yes,7.68,57.94,No,Poor,Medium,Good,94.44
STD00902,22,F,master,8.91,55.08,Yes,4.56,57.54,No,Excellent,Medium,Good,87.58
STD01071,20,M,bachelor,16.21,69.07,Yes,7.59,75.68,No,Excellent,Medium,Good,100
STD01264,21,F,bachelor,,56.08,Yes,7.66,38.29,Yes,,Medium,Poor,82.58
STD00727,23,F,bachelor,9.19,66.87,Yes,8.79,51.22,No,Excellent,Low,Excellent,100
STD01188,21,M,bachelor,16.29,55.48,Yes,8.09,49.88,No,Excellent,High,Good,100
STD01562,23,M,high_school,18.6,56.97,Yes,9.24,63.58,No,Good,Low,POOR,96.8
STD02022,19,F,high_school,,64.26,Yes,7.82,49.83,No,Excellent,Medium,Poor,84.81
STD00582,20,  M ,bachelor,6.21,81.5,No,5.83,43.95,No,Good,High,Good,89.78
STD02374,19,M,bachelor,8.32,72.42,No,,68.05,No,,Low,Good,88.12
STD01780,21,F,bachelor,,62.59,No,5.94,75.36,No,Good,High,Poor,92.33
STD01051,20,M,bachelor,15.3,41.73,Yes,7.42,62.73,Yes,,Low,Good,100
STD00326,22,F,high_school,19.19,56.15,Yes,5.55,57.87,No,,Medium,Excellent,100
STD01297,19,F,bachelor,17.98,66.5,No,6.97,25.49,No,Poor,Low,Poor,89.98
STD01815,22,F,high_school,12.61,43.21,Yes,6.07,67.89,No,Good,Low,Excellent,96.28
STD00692,22,F,high_school,5.66,48.19,Yes,8.01,62.49,No,Good,Medium,Good,83.91
STD00192,20,F,high_school,12.52,60.72,Yes,6.04,58.41,No,Excellent,High,Excellent,100
STD00653,18,M,master,2.64,55.4,Yes,7.23,,No,Good,Medium,Good,81.02
STD00245,20,M,master,,47.96,No,5.29,61.24,Yes,Good,,Excellent,89.26
STD02250,23,F,bachelor,9.39,68.17,Yes,7.67,45.9,Yes,Poor,Low,Excellent,84.86
STD00668,25,F,bachelor,,56.78,Yes,2.07,41.17,No,Excellent,Medium,Good,95.6
STD01341,21,M,doctorate,,42.81,Yes,6.39,49.17,Yes,Good,Medium,Excellent,94.8
STD00714,24,M,bachelor,12.4,60.31,Yes,5.23,61.0,Yes,Excellent,High,Excellent,100
STD00172,22,F,high_school,1.83,57.26,Yes,6.56,56.3,No,Good,Medium,Good,71.43
STD00946,25,F,doctorate,11.52,75.89,Yes,6.77,56.76,Yes,  Good ,Low,Good,96.73
STD00607,25,F,high_school,87.51,42.55,Yes,10.26,48.65,No,Good,Medium,Good,88.02
STD02445,25,F,high_school,5.72,29.7,No,4.74,68.98,YES,Excellent,Low,Good,83.16
STD00312,18,M,master,,52.89,No,6.07,50.74,Yes,Good,Medium,Good,81.13
STD00353,22,M,bachelor,17.13,56.14,No,8.11,45.04,Yes,Good,Medium,Excellent,100
STD01092,19,M,bachelor,,43.89,Yes,5.67,67.89,No,,Low,Good,67.91
STD00572,21,M,master,,,Yes,7.03,58.41,No,Excellent,Medium,Good,90.99
STD02241,21,M,master,8.91,52.17,Yes,6.25,,No,Excellent,,Good,99.7
STD00321,19,M,high_school,10.49,59.67,Yes,5.25,54.75,No,,Low,Good,84.7
STD01266,23,M,bachelor,5.55,45.11,Yes,5.34,42.29,No,,Medium,Good,78.3
STD01144,24,M,bachelor,16.33,62.82,No,8.54,60.44,Yes,Excellent,,Excellent,100
STD01673,19,M,doctorate,14.25,68.01,Yes,4.63,57.05,No,Excellent,Medium,Good,100
STD01975,21,M,doctorate,,66.6,No,7.25,,Yes,Good,High,Good,90.36
STD00252,22,F,bachelor,14.5,52.36,No,5.32,75.64,  No ,Excellent,Medium,Good,99.73
STD02159,21,F,bachelor,2.14,48.09,No,7.28,68.95,No,Good,,Good,86.48
STD00569,22,F,high_school,9.64,55.98,Yes,6.73,67.49,No,Good,Low,Excellent,89.42
STD01351,23,M,bachelor,11.56,58.06,No,5.32,,Yes,Excellent,Low,Poor,90.25
STD02314,20,F,high_school,9.35,71.3,No,6.17,55.84,No,Poor,Low,Good,79.63
STD02243,23,F,bachelor,17.72,64.77,Yes,6.38,54.18,No,Good,Medium,Excellent,100
STD00370,19,F,high_school,11.91,36.57,No,2.4,47.51,No,Poor,Low,Good,82.23
STD01234,19,F,bachelor,14.21,53.14,No,5.58,56.02,Yes,Good,Medium,Good,96.95
STD00256,23,F,bachelor,,,  No ,7.83,,No,Good,High,Good,86.16
STD00015,23,F,bachelor,9.05,51.28,No,7.1,65.38,No,Good,Medium,Good,94.97
STD02452,21,F,bachelor,9.9,51.58,No,7.4,63.2,No,Good,,Good,91.18
STD00972,23,F,bachelor,8.38,46.11,Yes,7.22,63.29,Yes,Good,Medium,Good,88.55
STD01396,25,F,high_school,14.72,57.63,Yes,,51.94,No,Good,,Good,92.16
STD01559,21,F,high_school,9.14,66.26,No,,56.99,No,  Good ,High,Excellent,91.55
STD02338,25,Male,master,7.97,52.98,No,4.95,62.77,No,Good,Low,Excellent,86.06
STD00687,21,M,bachelor,6.71,57.44,No,7.7,66.93,No,Good,Low,Good,89.95
STD01224,25,F,doctorate,11.09,62.58,No,5.51,68.45,No,Excellent,Medium,Good,100
STD01415,24,M,bachelor,6.27,55.93,Yes,7.26,30.79,Yes,Good,High,Excellent,87.28
STD02322,18,F,master,9.68,66.63,Yes,5.92,56.14,Yes,Good,Medium,  Good ,97.18
STD00818,22,M,high_school,5.63,54.94,No,5.81,56.29,Yes,Excellent,Medium,Good,88.31
STD02225,22,F,master,7.01,66.66,Yes,,55.78,No,Good,Low,Excellent,86.42
STD00086,23,F,bachelor,9.36,63.04,No,6.81,54.55,No,Excellent,Low,Poor,89.68
STD02417,18,F,high_school,,82.19,Yes,7.25,56.04,No,Good,Medium,Good,95.44
STD00859,24,M,master,17.79,62.82,Yes,,63.68,No,Excellent,High,Good,100
STD00134,18,F,bachelor,10.85,59.44,No,8.19,52.37,No,Poor,Low,Excellent,86.04
STD00375,19,F,bachelor,10.57,74.67,No,7.89,50.8,No,Excellent,Low,Good,98.28
STD00207,21,M,high_school,84.45,70.67,Yes,4.94,48.16,Yes,Good,High,Good,86.53
STD01301,24,F,high_school,8.15,59.09,Yes,5.13,48.9,Yes,Good,Medium,Good,84.23
STD00894,22,F,bachelor,4.14,49.27,Yes,7.53,54.11,No,Poor,,Good,83.44
STD02131,21,M,master,,107.45,No,7.15,65.46,Yes,Good,Medium,Excellent,99.0
STD00922,21,F,doctorate,0.75,69.11,No,5.86,59.94,No,Good,Medium,Good,84.39
STD01421,25,M,master,,66.59,No,7.38,54.83,Yes,Excellent,Medium,Good,100
STD01598,19,F,bachelor,12.28,63.42,No,5.46,43.58,Yes,Poor,High,Poor,92.47
STD02155,21,M,master,6.51,58.79,No,8.38,53.8,No,Good,Medium,Good,89.41
STD00317,18,M,high_school,4.01,59.13,Yes,8.39,51.7,Yes,Excellent,Medium,Good,90.8
STD00809,24,F,high_school,9.88,48.96,Yes,7.8,59.7,No,Good,Low,Good,85.72
STD02266,23,F,bachelor,,61.18,Yes,6.98,55.78,No,Poor,Medium,Excellent,78.71
STD01656,21,M,bachelor,6.31,70.51,Yes,8.48,50.92,Yes,Good,High,Poor,96.69
STD00130,23,F,MASTER,14.39,65.61,No,7.53,71.11,No,Good,Medium,Excellent,100
STD00169,20,F,bachelor,12.79,72.31,Yes,6.77,51.69,  Yes ,Excellent,Medium,Poor,96.48
STD00350,25,F,high_school,13.03,55.05,No,,49.55,Yes,Good,Medium,Good,94.31
STD00793,21,F,bachelor,16.29,,Yes,5.01,62.98,Yes,Good,Medium,Good,99.96
STD01774,18,F,high_school,16.22,48.33,Yes,5.64,57.77,No,Good,High,Poor,87.99
STD00108,19,M,master,14.51,79.99,Yes,6.96,77.3,Yes,Excellent,High,Excellent,100
STD00215,24,F,  doctorate ,4.98,,Yes,7.39,62.74,No,Poor,Low,Good,84.97
STD00251,20,F,high_school,13.74,51.76,Yes,5.78,59.91,No,Excellent,Low,Good,91.48
STD02055,23,M,master,3.13,48.57,Yes,6.92,52.42,Yes,Excellent,,Good,83.61
STD01325,20,M,high_school,5.71,40.12,Yes,7.7,51.11,No,Excellent,Low,Good,80.5
STD00547,19,F,high_school,6.41,67.0,Yes,5.34,32.46,No,Good,Medium,Excellent,80.54
STD01342,24,F,high_school,13.91,47.73,Yes,7.74,66.21,No,Good,Low,Excellent,94.7
STD00965,24,M,high_school,9.31,54.08,Yes,8.89,50.79,Yes,Good,Low,Excellent,86.75
STD01461,20,F,bachelor,,53.85,Yes,7.58,48.6,No,Excellent,Medium,Excellent,99.91
STD02378,18,F,bachelor,9.62,61.86,No,8.56,46.53,Yes,Excellent,High,Good,100
STD01449,25,F,master,15.3,43.4,Yes,7.65,52.88,No,Poor,High,Excellent,100
STD00822,24,F,master,9.22,34.12,No,10.42,,No,Good,High,Good,92.75
STD00008,21,M,high_school,8.89,41.67,  No ,8.8,53.66,No,Excellent,Medium,Good,91.64
STD00315,20,M,doctorate,,56.06,No,8.73,72.15,No,,High,Excellent,100
STD00432,24,F,bachelor,9.57,52.44,No,5.94,64.35,No,Good,High,Good,91.96
STD01491,23,M,high_school,17.67,,Yes,,,No,Good,Medium,Good,100
STD00114,22,F,high_school,18.28,51.94,Yes,5.73,31.97,No,Excellent,Low,Excellent,95.17
STD01770,23,M,high_school,19.58,59.01,No,7.26,57.27,No,Excellent,Medium,Poor,96.27
STD00921,24,M,high_school,7.25,60.92,No,4.79,60.1,No,,Medium,Good,87.73
STD01869,24,M,master,15.51,50.64,No,6.74,44.79,Yes,Good,Low,Excellent,100
STD00612,24,F,high_school,6.21,66.54,Yes,7.05,52.06,No,Good,Medium,Good,87.21
STD02341,19,M,high_school,,51.86,Yes,7.85,45.55,No,Good,Medium,Poor,83.79
STD01989,19,M,bachelor,15.93,49.23,Yes,5.89,79.32,No,Excellent,High,Good,100
STD02357,20,F,master,6.5,53.62,Yes,6.85,58.14,Yes,Excellent,Medium,Excellent,97.02
STD02113,20,F,high_school,19.23,47.63,No,8.7,64.65,Yes,Good,,Poor,100
STD02030,20,  M ,bachelor,14.52,56.0,No,6.84,70.51,No,Good,,Poor,96.41
STD02320,25,F,high_school,14.33,61.37,Yes,6.64,40.84,No,,Medium,Excellent,91.16
STD02196,24,F,high_school,9.61,65.24,Yes,8.04,44.04,No,Good,High,Excellent,92.59
STD01473,25,M,high_school,,64.32,Yes,7.11,51.44,No,Good,Low,Good,85.04
STD02500,20,M,high_school,12.16,37.38,No,7.37,48.73,Yes,Excellent,Low,Good,90.94
STD00757,18,F,bachelor,10.27,56.06,Yes,7.5,58.92,No,Good,Medium,Good,94.83
STD01648,25,F,high_school,20.17,72.92,Yes,9.38,49.33,No,Excellent,Medium,Good,100
STD02442,25,M,high_school,9.75,61.88,Yes,5.94,57.84,Yes,Good,Low,Excellent,90.28
STD01097,20,    M  ,bachelor,9.16,57.08,Yes,,49.48,Yes,Good,,Poor,95.27
STD01331,23,M,bachelor,15.34,,Yes,9.11,56.72,No,Good,Low,Excellent,98.72
STD00234,24,M,master,18.13,65.87,No,8.05,61.87,No,Good,,Good,100
STD01175,21,F,bachelor,,,YES,7.51,63.27,Yes,Good,Medium,Good,92.1
STD00943,25,F,high_school,7.42,,Yes,5.26,53.9,No,Excellent,Low,Excellent,87.01
STD01114,21,F,  doctorate ,0.72,56.61,Yes,7.29,66.61,No,Excellent,High,Good,97.21
STD01322,22,F,bachelor,13.22,54.22,Yes,8.98,56.01,Yes,Excellent,Low,Poor,96.42
STD02397,20,F,bachelor,,53.47,No,7.93,57.95,Yes,Good,Medium,Good,95.21
STD02124,22,F,bachelor,7.91,78.9,No,5.97,59.28,No,Poor,Medium,Good,86.37
STD02295,24,M,master,5.65,65.24,No,,33.84,No,Good,Medium,Excellent,84.61
STD00512,25,M,high_school,0.47,41.94,  Yes ,6.81,50.07,No,Poor,Medium,Good,74.62
STD01672,23,F,bachelor,,53.61,Yes,4.84,72.61,Yes,Excellent,Low,Good,86.49
STD02069,24,M,master,24.58,65.51,No,5.99,55.53,No,Good,Low,Excellent,100
STD00891,24,F,bachelor,7.55,73.56,Yes,6.62,57.9,No,Good,High,Excellent,100
STD02165,23,F,bachelor,12.05,62.57,Yes,8.82,63.64,Yes,Good,Low,Good,100
STD01752,18,F,bachelor,,69.93,Yes,,53.57,No,Good,High,Good,100
STD00625,19,F,master,10.75,76.08,No,,71.49,Yes,Good,Low,Good,100
STD01376,19,F,high_school,7.11,,No,8.09,50.63,No,Good,Low,Good,86.24
STD01482,24,M,high_school,4.38,69.83,No,6.43,59.39,Yes,Poor,,Excellent,90.47
STD02091,22,M,bachelor,13.98,,No,6.67,57.53,No,Poor,Medium,Excellent,97.79
STD02003,20,F,high_school,13.94,72.03,Yes,8.15,51.28,Yes,  Good ,Medium,Poor,91.09
STD00592,23,F,bachelor,9.25,59.19,Yes,5.91,60.41,No,,Medium,Good,92.45
STD00379,22,F,bachelor,10.94,56.55,Yes,7.57,61.93,No,Poor,Low,Good,85.44
STD00839,20,F,master,17.85,65.96,Yes,,47.85,No,Good,Medium,Good,100
STD02458,22,M,high_school,14.24,42.26,Yes,5.9,61.12,No,Good,High,Good,91.56
STD00987,18,F,master,6.01,64.4,Yes,8.29,64.6,No,Good,Medium,Excellent,94.7
STD01442,23,F,bachelor,,52.64,Yes,7.7,44.03,Yes,Good,Medium,Good,98.18
STD01804,24,F,master,15.53,74.23,No,7.55,52.19,Yes,Excellent,Medium,Poor,100
STD01821,25,M,bachelor,17.21,52.98,No,8.1,56.25,No,Excellent,Medium,Excellent,100
STD01587,21,M,bachelor,15.33,50.85,Yes,5.57,52.95,No,Good,Low,Poor,89.26
STD02429,20,M,master,11.95,51.31,No,8.12,52.39,Yes,Good,Medium,Poor,97.15
STD01889,18,F,high_school,13.72,55.88,NO,6.22,52.84,Yes,Good,Medium,Excellent,99.96
STD02160,22,M,bachelor,4.8,45.26,No,7.86,61.7,No,Good,Medium,Poor,79.22
STD02066,19,M,master,,64.72,Yes,7.42,55.81,No,Good,Medium,Poor,83.32
STD01873,19,F,bachelor,7.02,76.85,No,7.09,48.69,Yes,Good,,Good,88.42
STD02468,21,F,bachelor,10.98,78.58,Yes,5.68,51.75,No,,Medium,Excellent,99.06
STD01932,24,F,high_school,9.13,49.11,No,5.96,67.85,Yes,Excellent,Low,Poor,87.99
STD00791,21,F,bachelor,15.03,49.13,Yes,8.82,54.53,No,Excellent,Low,Excellent,100
STD00426,20,F,bachelor,5.38,65.98,No,5.88,56.93,No,Excellent,,Excellent,85.8
STD00802,18,F,doctorate,10.92,,Yes,8.0,66.82,No,Excellent,Medium,Good,100
STD00836,22,M,bachelor,7.69,64.91,Yes,6.35,40.25,No,Excellent,Medium,Excellent,89.2
STD00019,20,F,high_school,13.84,55.3,Yes,5.03,58.5,No,Excellent,Low,Good,92.66
STD00045,18,M,high_school,7.14,68.08,No,8.21,54.72,Yes,Excellent,Medium,Good,91.79
STD02114,22,F,high_school,9.62,,Yes,,37.88,No,Poor,Low,Poor,75.49
STD00825,22,F,high_school,6.08,46.5,No,5.37,50.3,No,Good,  Low ,Good,69.93
STD01668,18,F,bachelor,,90.98,No,7.38,56.8,No,Excellent,Low,Good,88.09
STD01742,22,M,high_school,7.66,,  No ,8.15,52.26,Yes,Good,Low,Good,84.01
STD01909,24,M,bachelor,7.87,46.89,Yes,7.48,64.35,No,,Medium,Good,88.48
STD00657,24,F,master,6.48,45.77,Yes,8.37,42.11,No,Excellent,Medium,Excellent,91.8
STD01570,22,M,high_school,,70.83,Yes,9.29,61.06,Yes,Good,Medium,Good,92.89
STD01081,20,F,high_school,,47.42,Yes,6.71,71.78,Yes,Excellent,Medium,Good,89.15
STD01542,21,F,high_school,10.56,52.61,No,8.66,54.98,No,Good,Medium,Good,82.06
STD00184,21,F,high_school,7.49,68.68,No,6.29,,Yes,Good,Medium,Good,81.56
STD02305,22,F,bachelor,9.16,,Yes,6.46,56.24,No,Excellent,,Excellent,97.18
STD01659,24,F,doctorate,10.84,61.09,No,6.89,58.72,No,Excellent,High,Excellent,100
STD00084,22,F,high_school,10.95,50.74,No,5.49,67.94,No,Excellent,High,Good,92.67
STD01722,22,M,high_school,10.86,76.86,Yes,7.25,47.12,Yes,Excellent,Medium,Good,96.26
STD01782,20,M,bachelor,4.56,62.92,No,4.43,46.81,Yes,Excellent,,Good,81.91
STD01786,22,F,  bachelor ,15.66,69.48,Yes,6.81,60.23,Yes,Poor,High,Good,100
STD00196,21,M,bachelor,8.81,46.68,No,7.47,50.16,No,Excellent,,Excellent,91.91
STD01035,22,F,bachelor,,53.57,Yes,6.84,61.82,No,Poor,Medium,Good,84.53
STD00673,25,F,bachelor,1.51,,Yes,9.27,43.61,No,Excellent,,Good,79.63
STD00681,21,F,bachelor,14.92,48.58,No,7.1,60.33,No,  Good ,Medium,Good,100
STD00586,19,F,bachelor,,57.1,Yes,5.87,54.36,No,Excellent,High,Poor,94.94
STD01084,19,M,bachelor,9.44,51.62,Yes,6.88,70.91,No,Good,Medium,Good,95.14
STD02440,22,F,master,,58.93,No,6.38,46.47,Yes,Good,Medium,Good,90.43
STD02380,23,M,high_school,9.77,54.1,Yes,8.82,63.97,Yes,Poor,Medium,Excellent,99.21
STD00031,23,M,bachelor,4.24,44.95,No,5.62,68.86,Yes,Excellent,Low,Good,84.31
STD01823,22,M,bachelor,8.69,,No,7.88,57.74,No,Excellent,Medium,Good,90.42
STD01548,22,M,high_school,95.67,59.36,Yes,8.98,71.02,No,Good,Medium,Good,88.16
STD02296,25,M,doctorate,10.53,68.53,No,6.54,44.09,No,Good,,Excellent,91.95
